name,salary_from,salary_to,salary_currency,area_name,published_at
Специалист технической поддержки ФГБУ ИАЦ Судебного департамента,30000,35000,RUR,Иваново,2022-12-15T16:07:30+0300
Токарь 3-6 разряд,70000,,RUR,Москва,2022-12-15T16:35:34+0300
Python / Django разработчик (TeamLead / CTO),800000,1500000,KZT,,2022-12-15T16:09:13+0300
Инженер по тестированию в Тинькофф Бизнес,,,,,2022-12-15T16:02:34+0300
Инженер по тестированию (backend),,,,,2022-12-15T16:55:10+0300
Сетевой инженер,,,,Москва,2022-12-15T16:30:28+0300
Руководитель направления в Блоке стратегии,,,,,2022-12-15T16:33:24+0300
Специалист по технической поддержке магазинов (Приморский район),58000,,RUR,,2022-12-15T16:27:45+0300
Директор по продукту,,,,Москва,2022-12-15T16:08:19+0300
"Слесарь механосборочных работ на обдирке, точке, шлифовке металлических изделий абразивными кругами",50000,65000,RUR,Колпино,2022-12-15T16:45:08+0300
Токарь-универсал 4 разряда,50000,60000,RUR,,2022-12-15T16:29:31+0300
Оператор станков с ЧПУ/наладчик,,,,,2022-12-15T16:01:53+0300
Специалист по информационной безопасности,,,,Краснодар,2022-12-15T16:39:56+0300
Аналитик внедрения (г. Красноярск),,,,,2022-12-15T16:20:58+0300
"Старший аналитик 1С УХ, ERP и учетные системы",,,,Москва,2022-12-15T16:16:59+0300
Ведущий инженер по ремонту оборудования,112000,,RUR,Светлый (Калининградская область),2022-12-15T16:55:42+0300
Графический дизайнер,,,,Минск,2022-12-15T16:48:02+0300
Менеджер товародвижения (Управление товарными запасами магазинов),,,,Москва,2022-12-15T16:27:40+0300
Junior/Middle ASP.NET Developer,,,,,2022-12-15T16:46:41+0300
Системный администратор Linux,70000,,RUR,Краснодар,2022-12-15T16:40:03+0300
Специалист технической поддержки. Удаленно,30000,,RUR,,2022-12-15T16:58:03+0300
Data Scientist в команду перевода видео,,,,,2022-12-15T16:49:26+0300
Токарь-универсал (ул. Монастырка),50000,70000,RUR,,2022-12-15T16:05:38+0300
Web-аналитик,,,,Москва,2022-12-15T16:45:47+0300
Delivery Lead,,,,,2022-12-15T16:11:43+0300
Python разработчик (middle),120000,,RUR,,2022-12-15T16:01:59+0300
Технолог по ипотеке,,,,,2022-12-15T16:54:43+0300
Механик,150000,,RUR,,2022-12-15T16:19:21+0300
Инженер АСУ ТП (с навыками программирования),50000,70000,RUR,,2022-12-15T16:33:58+0300
Программист микроконтроллеров / Embedded developer C / Разработчик С,100000,,RUR,,2022-12-15T16:20:14+0300
Вечерний сотрудник в отдел технической поддержки,65000,85000,RUR,Псков,2022-12-15T16:57:35+0300
Инженер-программист,45000,45000,RUR,Санкт-Петербург,2022-12-15T16:08:56+0300
Data Scientist в команду перевода видео,,,,,2022-12-15T16:49:26+0300
Мастер по обслуживанию абонентов,35000,,RUR,,2022-12-15T16:54:39+0300
Разработчик ЦФТ/Главный специалист отдела сопровождения (разработчик/третья линия),,,,Санкт-Петербург,2022-12-15T16:48:50+0300
Сервисный инженер / инженер оборудования магазинов,58000,,RUR,,2022-12-15T16:27:57+0300
Токарь-универсал,70000,94000,RUR,,2022-12-15T16:15:20+0300
Junior PHP-разработчик,40000,,RUR,Ижевск,2022-12-15T16:50:19+0300
Fullstack Javascript Developer (Middle),170000,200000,RUR,,2022-12-15T16:08:12+0300
Графический дизайнер,,,,Ташкент,2022-12-15T16:09:42+0300
Токарь,45000,,RUR,Тула,2022-12-15T16:39:04+0300
Бизнес-аналитик,,,,,2022-12-15T16:33:45+0300
Дизайнер,,,,,2022-12-15T16:11:19+0300
Диспетчер технической поддержки,30000,37000,RUR,Тула,2022-12-15T16:06:15+0300
Программист-разработчик Java,,,,Киров,2022-12-15T16:06:11+0300
Фрезеровщик универсал,,,,Москва,2022-12-15T16:14:26+0300
Application Security Engineer,,,,,2022-12-15T16:46:35+0300
Руководитель направления,120000,120000,RUR,,2022-12-15T16:38:07+0300
Аналитик,40000,50000,RUR,Новосибирск,2022-12-15T16:01:00+0300
UX-аналитик / бизнес-аналитик,,,,,2022-12-15T16:38:02+0300
Product manager (Автотелематика),,,,Москва,2022-12-15T16:11:47+0300
Javascript Developer (Middle),170000,200000,RUR,,2022-12-15T16:05:34+0300
Администратор Jira,,,,,2022-12-15T16:36:01+0300
Devops - инженер,,,,,2022-12-15T16:12:16+0300
"Руководитель разработки 1С УХ, ERP и учётные системы",,,,Москва,2022-12-15T16:17:06+0300
Мастер по ремонту оборудования,,50000,RUR,Екатеринбург,2022-12-15T16:36:35+0300
Продуктовый аналитик,,,,,2022-12-15T16:59:45+0300
WEB-аналитик,,,,,2022-12-15T16:38:20+0300
Руководитель проекта,,,,,2022-12-15T16:39:53+0300
QA Engineer (Manual),,,,Минск,2022-12-15T17:33:38+0300
Главный механик / заведующий гаражом,100000,,RUR,Мариуполь,2022-12-15T17:23:39+0300
Junior Сreative Motion Designer (удалённо),,,,,2022-12-15T17:28:40+0300
Web-программист/Администратор сайта,20000,,RUR,Санкт-Петербург,2022-12-15T17:51:56+0300
Дизайнер,30000,60000,RUR,Самара,2022-12-15T17:24:45+0300
Web-дизайнер,40000,60000,RUR,Краснодар,2022-12-15T17:23:21+0300
Системный администратор компьютерного клуба,60000,,RUR,,2022-12-15T17:57:55+0300
Системный аналитик (junior),,,,,2022-12-15T17:35:49+0300
Технический дизайнер,45000,,RUR,,2022-12-15T17:58:05+0300
Digital маркетолог,2000,4000,USD,,2022-12-15T17:43:24+0300
"Тестировщик / QA (web, python) (Томск)",75000,,RUR,,2022-12-15T17:38:05+0300
PHP-программист Junior+/Middle,100000,180000,RUR,,2022-12-15T17:53:45+0300
Инженер технической поддержки,45000,,RUR,,2022-12-15T17:15:15+0300
Graphic designer,100000,,RUR,Санкт-Петербург,2022-12-15T17:27:04+0300
Дизайнер,20000,,RUR,Ижевск,2022-12-15T17:57:25+0300
Механик,,,,село Просянка,2022-12-15T17:56:47+0300
Специалист по визуализации данных / дизайнер презентаций,,,,,2022-12-15T17:02:42+0300
Вечерний сотрудник в отдел технической поддержки,65000,85000,RUR,,2022-12-15T17:00:21+0300
Графический дизайнер (middle+/ senior),,,,Санкт-Петербург,2022-12-15T17:52:45+0300
Системный администратор,35000,70000,RUR,Волгоград,2022-12-15T17:23:40+0300
Главный механик,,,,Курск,2022-12-15T17:30:32+0300
Специалист по визуализации данных / дизайнер презентаций,,,,,2022-12-15T17:02:42+0300
Технический дизайнер,45000,,RUR,,2022-12-15T17:58:05+0300
Инженер по сопровождению (зарплатный проект),,,,Москва,2022-12-15T17:31:41+0300
Менеджер по продажам в интернет-магазин,70000,110000,RUR,Новосибирск,2022-12-15T17:48:55+0300
Руководитель отдела дизайна,,,,Москва,2022-12-15T17:02:01+0300
Системный администратор,100000,100000,RUR,Москва,2022-12-15T17:24:52+0300
Руководитель отдела развития и поддержки информационных систем (1C),,,,Москва,2022-12-15T17:53:36+0300
Младший специалист техподдержки,30000,,RUR,Рязань,2022-12-15T17:29:04+0300
SAP ABAP & EDI developer (to Germany/Czech Republic),,,,,2022-12-15T17:07:32+0300
NodeJs разработчик,100000,200000,RUR,,2022-12-15T17:04:39+0300
Менеджер ИТ продукта,,,,Санкт-Петербург,2022-12-15T17:20:09+0300
Специалист технической поддержки,,,,,2022-12-15T17:27:04+0300
Product Owner (команда «Витрина» - сайт Финуслуги),,,,Москва,2022-12-15T17:58:05+0300
Бизнес-аналитик,,,,,2022-12-15T17:02:49+0300
Менеджер проектов трансформации,,,,,2022-12-15T17:12:54+0300
Системный администратор / junior devops инженер,,,,,2022-12-15T17:14:48+0300
Программист,30000,30000,RUR,Ставрополь,2022-12-15T17:26:49+0300
Бизнес-аналитик (логистика),,,,,2022-12-15T17:14:22+0300
Координатор проекта,,50000,RUR,Москва,2022-12-15T17:28:07+0300
Специалист по безопасности дорожного движения (БДД),100000,,RUR,,2022-12-15T17:29:37+0300
Оператор фрезерного станка с ЧПУ по дереву/пластику,,40000,RUR,Кострома,2022-12-15T17:23:39+0300
Менеджер по развитию и поддержке CRM системы,,,,Москва,2022-12-15T17:33:08+0300
Старший смены технической поддержки,,,,Москва,2022-12-15T17:01:11+0300
Senior Frontend developer,200000,,RUR,,2022-12-15T17:18:11+0300
Графический дизайнер,50000,120000,RUR,,2022-12-15T17:27:57+0300
Графический дизайнер,,120000,RUR,,2022-12-15T17:04:36+0300
Инженер по обслуживанию пожарной сигнализации,65000,,RUR,,2022-12-15T17:24:53+0300
Инженер-механик,50000,,RUR,Смоленск,2022-12-15T17:26:34+0300
Ведущий QA инженер [МТС Партнер],,,,,2022-12-15T17:57:23+0300
Инженер ОПС,50000,70000,RUR,Ханты-Мансийский автономный округ,2022-12-15T17:24:47+0300
Python developer Middle+,200000,220000,RUR,,2022-12-15T17:22:30+0300
DevOps инженер CI\CD,,,,Москва,2022-12-15T17:12:59+0300
Ведущий аудитор защищенности приложений (application security),,,,Москва,2022-12-15T17:06:50+0300
Старший инженер поддержки QUIK,,,,,2022-12-15T17:15:03+0300
PR-специалист (копирайтер),,120000,RUR,Москва,2022-12-15T17:23:00+0300
Техник-курьер,400,2000,RUR,,2022-12-15T17:14:50+0300
Middle C# разработчик (удаленно),,,,,2022-12-15T17:53:12+0300
Инженер-электроник II-й категории (сервисный инженер/инженер по наладке РЭА),,,,Санкт-Петербург,2022-12-15T17:18:54+0300
Программист-разработчик pl/sql (Oracle),,,,Санкт-Петербург,2022-12-15T17:11:38+0300
Менеджер проектов,60000,,RUR,Краснодар,2022-12-15T17:14:29+0300
Операционный руководитель проекта (Presale Project Manager),,,,Москва,2022-12-15T17:32:16+0300
Middle Java разработчик [Enterprise Digital Twin],,,,Москва,2022-12-15T17:49:16+0300
Продуктовый UI дизайнер [Карты и навигация],,,,,2022-12-15T17:45:42+0300
Программист 1С / разработчик,,,,,2022-12-15T17:42:14+0300
Инженер-программист,100000,250000,RUR,,2022-12-15T17:57:39+0300
Техник-курьер,400,2000,RUR,,2022-12-15T17:21:24+0300
Senior Frontend developer,,,,,2022-12-15T17:00:23+0300
Системный аналитик (Middle/Senior),190000,,RUR,,2022-12-15T17:13:06+0300
Консультант MES,,,,,2022-12-15T17:33:33+0300
PHP-программист,,,,,2022-12-15T17:17:59+0300
Системный администратор,,,,Волгоград,2022-12-15T17:43:33+0300
Agile coach [Обучения и продвижения],,,,,2022-12-15T17:45:33+0300
Аналитика данных в команду кампейнинга SberNBA.Business,,,,,2022-12-15T17:45:18+0300
Техник-курьер,400,2000,RUR,,2022-12-15T17:16:34+0300
Middle/Senior Backend PHP developer,,,,,2022-12-15T17:33:40+0300
"Техник по ремонту, обслуживанию",,,,,2022-12-15T17:22:05+0300
Битрикс24 (Bitrix24) - разработчик,,60000,RUR,,2022-12-15T17:13:29+0300
Системный аналитик 1С:Документооборот,,,,,2022-12-15T17:56:04+0300
Python developer Middle+,200000,220000,RUR,,2022-12-15T17:22:30+0300
Токарь-расточник,109000,,RUR,Санкт-Петербург,2022-12-15T17:00:13+0300
Senior Full Stack Engineer,,,,,2022-12-15T17:45:50+0300
Ведущий/Старший аналитик-консультант 1С ЗУП,,,,,2022-12-15T17:12:46+0300
Системный аналитик (отдел развития технологий),,,,Санкт-Петербург,2022-12-15T17:00:25+0300
Бизнес-аналитик 1С,,,,,2022-12-15T17:52:18+0300
Менеджер проектов ИТ,,,,Москва,2022-12-15T17:58:46+0300
Оператор фрезерного станка с ЧПУ Siemens (ул. Монастырка),50000,70000,RUR,,2022-12-15T17:12:47+0300
Автоэлектрик-диагност,120000,,RUR,Москва,2022-12-15T17:10:34+0300
Контролер технического состояния автотранспортных средств,40000,,RUR,Липецк,2022-12-15T17:57:27+0300
Начальник отдела отдела методологии и автоматизации на платформе 1С,,250000,RUR,Москва,2022-12-15T17:25:07+0300
Delivery Lead,,,,,2022-12-15T17:09:58+0300
Сетевой инженер,,,,Москва,2022-12-15T17:55:15+0300
Консультант MES,,,,,2022-12-15T17:33:33+0300
Токарь-карусельщик,109785,109785,RUR,Санкт-Петербург,2022-12-15T17:00:35+0300
Java разработчик,,,,,2022-12-15T17:06:59+0300
QA engineer,,,,,2022-12-15T17:04:25+0300
Главный специалист Отдела поддержки пользователей,43000,,RUR,,2022-12-15T17:07:02+0300
Старший бизнес-аналитик,,,,,2022-12-15T17:11:41+0300
Инженер программист FPGA (ПЛИС),,,,Санкт-Петербург,2022-12-15T17:16:11+0300
Главный аналитик (функция управления организационными проектами),,,,Москва,2022-12-15T17:17:42+0300
Аналитик бизнес-процессов,,200000,RUR,,2022-12-15T18:38:18+0300
Системный администратор,70000,,RUR,,2022-12-15T18:32:58+0300
Девопс специалист,,60000,RUR,,2022-12-15T18:18:09+0300
Junior Brand Manager,,,,Москва,2022-12-15T18:26:15+0300
Директор по развитию / управлению стратегическими проектами,200000,250000,RUR,,2022-12-15T18:00:57+0300
Системный администратор,65000,,RUR,посёлок городского типа Кузьмоловский,2022-12-15T18:00:41+0300
Администратор/Контент-менеджер сайта,40000,50000,RUR,Санкт-Петербург,2022-12-15T18:56:48+0300
Механик,54000,54000,RUR,,2022-12-15T18:45:21+0300
Инженер группы телефонии,90000,105000,RUR,,2022-12-15T18:24:05+0300
Специалист технической поддержки пользователей,60000,80000,RUR,Санкт-Петербург,2022-12-15T18:23:05+0300
Программист 1С,220000,,RUR,,2022-12-15T18:09:21+0300
"Администратор проекта (проектный офис ""Оборудование"")",,,,Москва,2022-12-15T18:57:18+0300
Java Backend Developer (Middle),,,,Казань,2022-12-15T18:14:17+0300
Менеджер проектов,50000,,RUR,Чебоксары,2022-12-15T18:45:30+0300
Системный аналитик (Портал),,,,,2022-12-15T18:56:43+0300
Младший системный администратор,,,,,2022-12-15T18:08:09+0300
Системный/Бизнес Аналитик,200000,300000,RUR,,2022-12-15T18:55:02+0300
Разработчик мобильных приложений (Android),,,,,2022-12-15T18:06:02+0300
Бизнес-аналитик,,,,,2022-12-15T18:02:27+0300
Распиловщик,55000,70000,RUR,Санкт-Петербург,2022-12-15T18:19:17+0300
Senior Database Administrator,,,,,2022-12-15T18:59:00+0300
Аналитик,,,,,2022-12-15T18:30:32+0300
Middle/Senior Front-End Developer в VK Знакомства,,,,,2022-12-15T18:52:23+0300
"Редактор телеканала / корреспондент, телеканал НТР (""ЧЕ"")",,,,,2022-12-15T18:56:13+0300
Аналитик,,,,,2022-12-15T18:37:31+0300
"Токарь универсала универсальных станков 16К20, ДИП-300(Пенза)",50000,,RUR,Пенза,2022-12-15T18:09:17+0300
Сервисный инженер/Специалист по тестированию и ремонту радионавигационного оборудования,111111,,RUR,,2022-12-15T18:18:57+0300
Менеджер дизайнер (корпусной мебели),65000,,RUR,городской округ Пятигорск,2022-12-15T18:43:11+0300
Руководитель сервисной службы,,,,Краснодар,2022-12-15T18:29:24+0300
Механик,,,,,2022-12-15T18:48:01+0300
Product owner (автострахование),,,,,2022-12-15T18:14:38+0300
Руководитель проектов департамента сопровождения сделок M&A,,,,Москва,2022-12-15T18:37:31+0300
Специалист Helpdesk,,,,Кемерово,2022-12-15T18:35:28+0300
Токарь,45000,,RUR,Москва,2022-12-15T18:27:32+0300
Специалист Helpdesk,,,,Новосибирск,2022-12-15T18:37:43+0300
Middle Java разработчик (трайб Digital),,,,,2022-12-15T18:48:08+0300
Специалист по Интернет-рекламе (Таргетолог),120500,145000,RUR,Москва,2022-12-15T18:07:50+0300
Техник по ремонту банкоматов/Сервисный инженер,32000,,RUR,,2022-12-15T18:25:07+0300
Аналитик (АСУ ТП),,,,,2022-12-15T18:19:27+0300
"Backend Team lead (node.js) в b2b стартап Flang, экосистема для ритейла",200000,400000,RUR,,2022-12-15T18:01:53+0300
Аналитик отдела оценки проектов и автоматизации,,,,,2022-12-15T18:14:18+0300
Начинающий специалист по обслуживанию банкоматов,35000,,RUR,,2022-12-15T18:25:01+0300
Java-разработчик,,,,,2022-12-15T18:53:10+0300
Сервисный специалист (автономные канализации и системы водоснабжения),60000,110000,RUR,Троицк,2022-12-15T18:35:07+0300
Аналитик хранилища данных (Консультант BI/BW),,,,,2022-12-15T18:14:54+0300
Специалист по технической поддержке пользователей,,,,,2022-12-15T18:22:02+0300
Руководитель проектов (СЭД),,,,,2022-12-15T18:54:18+0300
Программист 1С: ЗУП,220000,,RUR,,2022-12-15T18:09:21+0300
Product manager/Delivery lead,,,,,2022-12-15T18:50:57+0300
Разработчик Python,,,,,2022-12-15T18:18:44+0300
"Редактор телеканала / корреспондент, телеканал НТР (""ЧЕ"")",,,,,2022-12-15T18:56:13+0300
Программист 1С,50000,,RUR,Ярославль,2022-12-15T18:45:21+0300
Программист .NET (направление CRM-систем),,,,,2022-12-15T18:18:51+0300
IOS разработчик (Swift),,,,,2022-12-15T18:48:27+0300
"Редактор телеканала / корреспондент, телеканал НТР (""ЧЕ"")",,,,,2022-12-15T18:56:13+0300
Системный аналитик (проект Voice Robot),,,,Москва,2022-12-15T18:48:17+0300
Менеджер по продажам сервиса медицинского оборудования,80000,,RUR,,2022-12-15T18:31:22+0300
Руководитель отдела/направления анализа защищенности,200000,,RUR,Москва,2022-12-15T18:19:05+0300
Специалист техподдержки/бизнес администратор,,,,Екатеринбург,2022-12-15T18:34:05+0300
Разработчик MS SQL,,90000,RUR,Москва,2022-12-15T18:23:41+0300
Техник,28000,,RUR,,2022-12-15T18:45:19+0300
Golang - разработчик,,,,,2022-12-15T18:08:05+0300
Фрезеровщик,50000,,RUR,Тверь,2022-12-15T18:02:37+0300
Аналитик CRM,,,,,2022-12-15T18:18:51+0300
Data Scientist/Data Analyst,,,,,2022-12-15T18:11:10+0300
Аналитик 1С по оперативному учёту,,,,Санкт-Петербург,2022-12-15T18:31:23+0300
Старший технический писатель (VK Cloud Solutions),,,,,2022-12-15T18:19:22+0300
Сетевой инженер,,,,,2022-12-15T18:38:20+0300
Ведущий специалист по технической поддержке пользователей,,,,,2022-12-15T18:20:25+0300
Тестировщик 1С,,,,,2022-12-15T18:03:56+0300
Специалист по SOD конфликтам,,,,,2022-12-15T18:00:54+0300
Solution architect (VK Цифровые технологии),,,,,2022-12-15T18:19:21+0300
Монтажник РЭА и приборов,45000,,RUR,Москва,2022-12-15T18:27:32+0300
Архитектор DWH,,,,,2022-12-15T18:50:49+0300
Помощник менеджера по разработке продукции,,,,Краснодар,2022-12-15T18:04:27+0300
Service engineer (CT),,,,Москва,2022-12-15T18:41:48+0300
Инженер проектов систем безопасности,,,,Москва,2022-12-15T18:23:20+0300
DWH Developer,,,,,2022-12-15T18:15:03+0300
Android разработчик (СберБизнес),,,,,2022-12-15T18:43:31+0300
Системный инженер,,,,,2022-12-15T18:45:03+0300
"Intern, Business Valuation, Deal Advisory (Voronezh)",,,,,2022-12-15T18:05:24+0300
Ведущий программист 1C,,217000,RUR,,2022-12-15T18:13:27+0300
Программист 1С,100000,300000,RUR,,2022-12-15T18:16:46+0300
Senior Android Developer (Yepp),5000,7500,EUR,,2022-12-15T18:04:27+0300
Senior PHP Developer,,,,Санкт-Петербург,2022-12-15T18:13:44+0300
Специалист по SOD конфликтам,,,,,2022-12-15T18:00:54+0300
Токарь-расточник,,,,,2022-12-15T18:19:47+0300
Разработчик Bitrix,,,,Москва,2022-12-15T18:53:35+0300
Специалист по SOD конфликтам,,,,,2022-12-15T18:00:54+0300
Инженер ГПМ (грузоподъемных машин/механизмов),81900,81900,RUR,Москва,2022-12-15T18:24:36+0300
Senior UI UX Designer (Lead/Gamedev),,250000,RUR,,2022-12-15T18:58:17+0300
Senior Gameplay Designer,,,,,2022-12-15T18:32:13+0300
Архитектор 1С / Ведущий программист 1С,,,,,2022-12-15T18:03:23+0300
Специалист по IT,30000,,RUR,Альметьевск,2022-12-15T18:45:19+0300
Начальник ИТ-отдела,200000,250000,RUR,,2022-12-15T19:24:28+0300
Бизнес-аналитик,,,,,2022-12-15T19:06:19+0300
Помощник системного администратора,50000,,RUR,Москва,2022-12-15T19:31:25+0300
Редактор Сайта,40000,,RUR,Москва,2022-12-15T19:59:53+0300
Инженер технической поддержки,,,,,2022-12-15T19:08:13+0300
Специалист технической поддержки (2 линия),,70000,RUR,Москва,2022-12-15T19:44:43+0300
Специалист технической поддержки,,91900,RUR,Красногорск,2022-12-15T19:02:52+0300
Frontend-разработчик,150000,,RUR,Новосибирск,2022-12-15T19:42:55+0300
Руководитель ИТ-проектов,,,,,2022-12-15T19:17:52+0300
Специалист торговых систем (поддержка клиентов),,,,Москва,2022-12-15T19:22:43+0300
Руководитель ИТ-проектов (Middle/Senior) (Мск),190000,,RUR,Москва,2022-12-15T19:22:16+0300
Выездной сервисный инженер по POS-терминалам,50000,,RUR,,2022-12-15T19:17:52+0300
Инженер-программист АСУ ТП (Siemens),,,,,2022-12-15T19:01:03+0300
Аналитик VBA,,,,,2022-12-15T19:33:11+0300
Выездной сервисный инженер,,,,,2022-12-15T19:17:56+0300
Аналитик VBA,,,,Москва,2022-12-15T19:33:10+0300
Менеджер проектов / SEO team lead / Подработка,50000,90000,RUR,,2022-12-15T19:36:49+0300
Инженер технической поддержки (подработка),,,,,2022-12-15T19:20:54+0300
Системный администратор,,,,Москва,2022-12-15T19:25:11+0300
Инженер по автоматизированному тестированию,,,,,2022-12-15T19:22:24+0300
Системный аналитик (Siebel),,,,,2022-12-15T19:23:37+0300
Инженер-программист АСУ ТП (Siemens),,,,,2022-12-15T19:01:03+0300
Контент-менеджер интранета,,,,Москва,2022-12-15T19:55:11+0300
Специалист технической поддержки информационных систем,,,,,2022-12-15T19:54:54+0300
Бизнес-аналитик (Отдел анализа и автоматизации продуктов и услуг),,,,Москва,2022-12-15T19:54:08+0300
Инженер-программист АСУ ТП (Unitronics),,,,,2022-12-15T19:00:18+0300
Ведущий специалист по тестированию микросервисных платформ,,,,,2022-12-15T19:22:24+0300
Инженер-программист АСУ ТП (Unitronics),,,,,2022-12-15T19:00:18+0300
Бизнес аналитик по развитию цифровых кредитных продуктов,,,,Москва,2022-12-15T19:53:19+0300
Руководитель команды технических писателей (VK Cloud Solutions),,,,,2022-12-15T19:24:03+0300
Токарь 6 разряда,45000,,RUR,Ковров,2022-12-15T19:22:16+0300
Управляющий директор/Директор по организационному проектированию,,,,Москва,2022-12-15T19:33:11+0300
"Главный менеджер (Электронный бизнес СМБ, цифровой кошелек, СБП, digital продукты, бухгалтерия)",,,,Москва,2022-12-15T19:53:24+0300
Системный администратор / System Engineer,,,,Москва,2022-12-15T19:10:35+0300
Cloud solution architect,,,,Москва,2022-12-15T19:16:46+0300
Старший/Ведущий разработчик 1С БСП,,,,Москва,2022-12-15T19:22:24+0300
Специалист по технической поддержке пользователей,,,,,2022-12-15T19:23:48+0300
Токарь 7 разряда,55000,,RUR,Ковров,2022-12-15T19:22:15+0300
IOS разработчик / IOS developer,,,,Москва,2022-12-15T19:01:11+0300
Менеджер проекта по цифровизации закупок,,,,Москва,2022-12-15T19:32:15+0300
Разработчик 1С БСП,,,,Москва,2022-12-15T19:22:24+0300
DevOps инженер,,,,,2022-12-15T19:14:50+0300
Java Team Lead,,,,Москва,2022-12-15T19:26:03+0300
Дизайнер полиграфии / специалист по допечатной подготовке,40000,65000,RUR,Ярославль,2022-12-15T20:26:31+0300
Оператор станков с ЧПУ,45000,55000,RUR,Ижевск,2022-12-15T20:26:30+0300
Release manager (разработка ПО) СберТех,,,,,2022-12-15T20:07:41+0300
Руководитель проекта,,,,"Москва, ст.м. Пролетарская",2022-12-15T20:42:08+0300
Разработчик C#,110000,,RUR,Санкт-Петербург,2022-12-15T20:26:31+0300
Продакт-менеджер (middle),110000,110000,RUR,,2022-12-15T20:10:11+0300
Руководитель проекта,,,,Санкт-Петербург,2022-12-15T20:51:28+0300
Специалист по верификации данных (со знанием английского языка),250,400,USD,,2022-12-15T20:52:46+0300
Web-разработчик (Yii2),100000,,RUR,Краснодар,2022-12-15T20:26:32+0300
Инженер ОПС,50000,,RUR,,2022-12-15T20:26:30+0300
Менеджер проекта,35000,,RUR,Киров,2022-12-15T20:48:45+0300
Инженер по торговому и холодильному оборудованию,52000,,RUR,,2022-12-15T20:34:44+0300
Middle Backend Developer (Node.js/Nest.js),,,,,2022-12-15T20:26:38+0300
Инженер по торговому и холодильному оборудованию,52000,,RUR,,2022-12-15T20:34:44+0300
Ведущий аккаунт-менеджер (Менеджер проектов),50000,95000,RUR,Екатеринбург,2022-12-15T20:26:30+0300
Программист бэк-энда (backend-разработчик),200000,,RUR,Санкт-Петербург,2022-12-15T20:25:46+0300
"Старший специалист по тестированию, Логистика, Приемка и приложение для терминала сбора данных",,,,,2022-12-15T20:26:09+0300
Программист 1С (удаленная работа),140000,170000,RUR,,2022-12-15T20:26:31+0300
Администратор БД,,350000,RUR,,2022-12-15T20:46:45+0300
Системный программист Linux C/С++,,,,Обнинск,2022-12-15T20:24:44+0300
Специалист по верификации данных (со знанием английского),250,400,USD,,2022-12-15T20:52:46+0300
Специалист по верификации данных (со знанием английского языка),250,400,USD,,2022-12-15T20:52:46+0300
Инженер по торговому и холодильному оборудованию,52000,,RUR,,2022-12-15T20:34:44+0300
Руководитель проекта,,,,Санкт-Петербург,2022-12-15T20:07:43+0300
Разработчик 1С-Битрикс / Программист Bitrix / Backend developer,,,,,2022-12-15T20:26:32+0300
Ведущий системный аналитик,,,,Новочебоксарск,2022-12-15T20:24:43+0300
Python Developer (Echannel),,,,,2022-12-15T20:25:21+0300
Гинеколог-репродуктолог в Тбилиси,,,,,2022-12-15T20:10:04+0300
Инженер по торговому и холодильному оборудованию,65000,,RUR,,2022-12-15T20:33:31+0300
DevOps инженер/Системный Администратор Linux,,,,Москва,2022-12-15T20:24:42+0300
Business Data Engineer,,,,,2022-12-15T20:09:15+0300
Senior Java разработчик (трайб Digital),,,,,2022-12-15T20:21:16+0300
Frontend Developer,,,,,2022-12-15T21:10:41+0300
"Графический дизайнер (маркетплейсы Ozon, Wildberries)",40000,,RUR,Москва,2022-12-15T21:27:07+0300
Системный администратор,,,,,2022-12-15T21:16:57+0300
Дизайнер,,,,,2022-12-15T21:53:31+0300
Junior Salesforce Developer/Начинающий программист/разработчик Salesforce,,1000,USD,,2022-12-15T21:00:46+0300
Дизайнер-печатник на принтере,30000,40000,RUR,Чебоксары,2022-12-15T21:11:35+0300
Системный администратор,,,,,2022-12-15T21:16:57+0300
Проектный менеджер,40000,,RUR,,2022-12-15T21:18:09+0300
Руководитель группы IT-поддержки группы Colocation,,,,,2022-12-15T21:43:30+0300
Unity Developer / VFX Artist (Gamedev),,,,,2022-12-15T21:06:49+0300
Game Artist / Illustrator / Animator,,,,,2022-12-15T21:23:37+0300
PHP-разработчик (middle/senior),,,,Нижний Новгород,2022-12-15T21:25:53+0300
Cистемный администратор Linux / DevОps инженер,120000,,RUR,,2022-12-15T21:35:32+0300
Менеджер по продажам,30000,100000,RUR,Москва,2022-12-15T21:47:13+0300
TeamLead в DBaaS,,,,Москва,2022-12-15T21:40:37+0300
Product manager,120000,,RUR,Москва,2022-12-15T22:17:08+0300
Бизнес-аналитик,,,,Санкт-Петербург,2022-12-15T22:35:40+0300
Специалист по программно-техническому обеспечению,,45000,RUR,Великий Новгород,2022-12-15T22:26:41+0300
Java-разработчик,,,,Москва,2022-12-15T22:18:37+0300
Консультант 1С:ЗУП (удаленно),160919,183908,RUR,,2022-12-15T22:02:38+0300
Консультант 1С:ЗУП (удаленно),160919,183908,RUR,,2022-12-15T22:02:03+0300
Middle QA Automation (Python),,,,,2022-12-15T22:41:50+0300
Консультант 1С:ЗУП (удаленно),160919,183908,RUR,,2022-12-15T22:02:23+0300
Дизайнер,,,,Бобруйск,2022-12-15T22:47:28+0300
Ведущий специалист Центра инноваций,,,,Москва,2022-12-15T22:22:38+0300
Ведущий инженер-электроник,,,,,2022-12-15T22:31:17+0300
